go_term_qid,go_props_qid,id,go_termLabel
Q22306729,P682,GO:0090663,galanin-activated signaling pathway
Q22306730,P682,GO:1904066,G protein-coupled receptor signaling pathway involved in dauer larval development
Q22306732,P682,GO:1904068,G protein-coupled receptor signaling pathway involved in social behavior
Q22306733,P682,GO:0010619,adenylate cyclase-activating glucose-activated G protein-coupled receptor signaling pathway
Q22306735,P682,GO:0097646,calcitonin family receptor signaling pathway
Q22306736,P682,GO:0097647,amylin receptor signaling pathway
Q24479350,P682,GO:0036520,astrocyte-dopaminergic neuron signaling
Q24479719,P682,GO:0061765,modulation by virus of host NIK/NF-kappaB signaling
Q24480007,P682,GO:0098943,"neurotransmitter receptor transport, postsynaptic endosome to lysosome"
Q24480035,P682,GO:0099646,"neurotransmitter receptor transport, plasma membrane to endosome"
Q24480048,P682,GO:0099613,protein localization to cell wall
Q24480051,P682,GO:0099614,protein localization to spore cell wall
Q24480126,P682,GO:1904947,folate import into mitochondrion
Q24480740,P682,GO:1904952,hydroxycinnamic acid transport
Q24481035,P682,GO:0098927,vesicle-mediated transport between endosomal compartments
Q24481047,P682,GO:0061764,late endosome to lysosome transport via multivesicular body sorting pathway
Q24481088,P682,GO:1904962,plastid to vacuole vesicle-mediated transport
Q24481588,P682,GO:0061756,leukocyte adhesion to vascular endothelial cell
Q24481595,P682,GO:0061757,leukocyte adhesion to arterial endothelial cell
Q24482379,P682,GO:1905139,apical ectodermal ridge formation
Q24483356,P682,GO:1904961,quiescent center organization
Q24483996,P682,GO:1905040,otic placode development
Q24485249,P682,GO:0101010,pulmonary blood vessel remodeling
Q24485254,P682,GO:0097709,connective tissue replacement
Q24485988,P682,GO:0099612,protein localization to axon
Q24486028,P682,GO:1905161,protein localization to phagocytic vesicle
Q24486388,P682,GO:0098931,virion attachment to host cell flagellum
Q24486726,P682,GO:1905069,allantois development
Q24486803,P682,GO:1905072,cardiac jelly development
Q24487596,P682,GO:1990928,response to amino acid starvation
Q24488138,P682,GO:0036523,induction by symbiont of host cytokine production
Q24488565,P682,GO:1905225,response to thyrotropin-releasing hormone
Q24489072,P682,GO:0061754,negative regulation of circulating fibrinogen levels
Q24489825,P682,GO:1905178,regulation of cardiac muscle tissue regeneration
Q24489826,P682,GO:1905180,positive regulation of cardiac muscle tissue regeneration
Q24489828,P682,GO:1905041,regulation of epithelium regeneration
Q24489831,P682,GO:1905043,positive regulation of epithelium regeneration
Q24489888,P682,GO:1905179,negative regulation of cardiac muscle tissue regeneration
Q24489891,P682,GO:1905042,negative regulation of epithelium regeneration
Q24489992,P682,GO:1905210,regulation of fibroblast chemotaxis
Q24489993,P682,GO:1905211,negative regulation of fibroblast chemotaxis
Q24490061,P682,GO:1904995,negative regulation of leukocyte adhesion to vascular endothelial cell
Q24490118,P682,GO:1905212,positive regulation of fibroblast chemotaxis
Q24490184,P682,GO:1904996,positive regulation of leukocyte adhesion to vascular endothelial cell
Q24490282,P682,GO:1904994,regulation of leukocyte adhesion to vascular endothelial cell
Q24490421,P682,GO:1905027,regulation of membrane depolarization during AV node cell action potential
Q24490422,P682,GO:1905029,positive regulation of membrane depolarization during AV node cell action potential
Q24490426,P682,GO:1905000,regulation of membrane repolarization during atrial cardiac muscle cell action potential
Q24490427,P682,GO:1905033,positive regulation of membrane repolarization during cardiac muscle cell action potential
Q24490429,P682,GO:1905002,positive regulation of membrane repolarization during atrial cardiac muscle cell action potential
Q24490637,P682,GO:1905100,regulation of apoptosome assembly
Q24490638,P682,GO:1905102,positive regulation of apoptosome assembly
Q24490686,P682,GO:1905094,regulation of apolipoprotein A-I-mediated signaling pathway
Q24490687,P682,GO:1905096,positive regulation of apolipoprotein A-I-mediated signaling pathway
Q24490695,P682,GO:1905066,regulation of canonical Wnt signaling pathway involved in heart development
Q24490698,P682,GO:1905068,positive regulation of canonical Wnt signaling pathway involved in heart development
Q24490808,P682,GO:1904990,regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway
Q24490809,P682,GO:1904992,positive regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway
Q24490923,P682,GO:1905028,negative regulation of membrane depolarization during AV node cell action potential
Q24490928,P682,GO:1905032,negative regulation of membrane repolarization during cardiac muscle cell action potential
Q24490929,P682,GO:1905001,negative regulation of membrane repolarization during atrial cardiac muscle cell action potential
Q24491133,P682,GO:1905101,negative regulation of apoptosome assembly
Q24491188,P682,GO:1905067,negative regulation of canonical Wnt signaling pathway involved in heart development
Q24491327,P682,GO:1904991,negative regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway
Q24491352,P682,GO:1905095,negative regulation of apolipoprotein A-I-mediated signaling pathway
Q24491385,P682,GO:0099601,regulation of neurotransmitter receptor activity
Q24491412,P682,GO:1990926,short-term synaptic potentiation
Q24491439,P682,GO:1905031,regulation of membrane repolarization during cardiac muscle cell action potential
Q24491902,P682,GO:1905024,regulation of membrane repolarization during ventricular cardiac muscle cell action potential
Q24491905,P682,GO:1905025,negative regulation of membrane repolarization during ventricular cardiac muscle cell action potential
Q24491910,P682,GO:1905026,positive regulation of membrane repolarization during ventricular cardiac muscle cell action potential
Q24491942,P682,GO:1905174,regulation of vascular associated smooth muscle cell dedifferentiation
Q24491943,P682,GO:1905176,positive regulation of vascular associated smooth muscle cell dedifferentiation
Q24491947,P682,GO:1905175,negative regulation of vascular associated smooth muscle cell dedifferentiation
Q24492011,P682,GO:1905126,regulation of axo-dendritic protein transport
Q24492015,P682,GO:1905128,positive regulation of axo-dendritic protein transport
Q24492016,P682,GO:1905127,negative regulation of axo-dendritic protein transport
Q24492065,P682,GO:1905115,regulation of lateral attachment of mitotic spindle microtubules to kinetochore
Q24492067,P682,GO:1905116,positive regulation of lateral attachment of mitotic spindle microtubules to kinetochore
Q24492076,P682,GO:1904967,regulation of monopolar spindle attachment to meiosis I kinetochore
Q24492077,P682,GO:1904968,positive regulation of monopolar spindle attachment to meiosis I kinetochore
Q24492197,P682,GO:1904997,regulation of leukocyte adhesion to arterial endothelial cell
Q24492199,P682,GO:1904999,positive regulation of leukocyte adhesion to arterial endothelial cell
Q24492328,P682,GO:1904998,negative regulation of leukocyte adhesion to arterial endothelial cell
Q24492351,P682,GO:1904932,negative regulation of cartilage condensation
Q24492464,P682,GO:1905044,regulation of Schwann cell proliferation involved in axon regeneration
Q24492465,P682,GO:1905045,negative regulation of Schwann cell proliferation involved in axon regeneration
Q24492470,P682,GO:1905046,positive regulation of Schwann cell proliferation involved in axon regeneration
Q24492511,P682,GO:1905061,negative regulation of cardioblast proliferation
Q24492519,P682,GO:1904933,regulation of cell proliferation in midbrain
Q24492520,P682,GO:1904934,negative regulation of cell proliferation in midbrain
Q24492568,P682,GO:1905062,positive regulation of cardioblast proliferation
Q24492576,P682,GO:1904935,positive regulation of cell proliferation in midbrain
Q24492636,P682,GO:1905206,positive regulation of hydrogen peroxide-induced cell death
Q24492993,P682,GO:1905150,regulation of voltage-gated sodium channel activity
Q24492994,P682,GO:1905152,positive regulation of voltage-gated sodium channel activity
Q24493025,P682,GO:1904959,regulation of cytochrome-c oxidase activity
Q24493027,P682,GO:1904960,positive regulation of cytochrome-c oxidase activity
Q24493079,P682,GO:1905151,negative regulation of voltage-gated sodium channel activity
Q24493126,P682,GO:0099623,regulation of cardiac muscle cell membrane repolarization
Q24493224,P682,GO:0098928,presynaptic signal transduction
Q24493260,P682,GO:0061762,CAMKK-AMPK signaling cascade
Q24493726,P682,GO:1905169,regulation of protein localization to phagocytic vesicle
Q24493727,P682,GO:0036521,modulation by symbiont of host protein localization to phagocytic vesicle
Q24493729,P682,GO:1905170,negative regulation of protein localization to phagocytic vesicle
Q24493732,P682,GO:0036522,negative regulation by symbiont of host protein localization to phagocytic vesicle
Q22281825,P682,GO:0019662,non-glycolytic fermentation
Q22281826,P682,GO:0019588,anaerobic glycerol catabolic process
Q22281827,P682,GO:0051143,propanediol metabolic process
Q22281829,P682,GO:0019589,"anaerobic glycerol catabolic process to propane-1,3-diol"
Q22281830,P682,GO:0019564,aerobic glycerol catabolic process
Q22281832,P682,GO:0019519,pentitol metabolic process
Q22281833,P682,GO:0019527,pentitol catabolic process
Q22281834,P682,GO:1901159,xylulose 5-phosphate biosynthetic process
Q22281835,P682,GO:0019697,L-xylitol catabolic process to xylulose 5-phosphate
Q22281836,P682,GO:0051161,arabitol metabolic process
Q22281837,P682,GO:0051157,arabitol catabolic process
Q22281839,P682,GO:0051163,D-arabitol metabolic process
Q22281840,P682,GO:0051159,D-arabitol catabolic process
Q22281841,P682,GO:0019528,D-arabitol catabolic process to xylulose 5-phosphate
Q22281842,P682,GO:0051162,L-arabitol metabolic process
Q22281843,P682,GO:0051158,L-arabitol catabolic process
Q22281844,P682,GO:0019590,L-arabitol catabolic process to xylulose 5-phosphate
Q22281846,P682,GO:0019349,ribitol metabolic process
Q22281847,P682,GO:0046363,ribitol catabolic process
Q22281849,P682,GO:0019488,ribitol catabolic process to xylulose 5-phosphate
Q22281851,P682,GO:2001122,maltoheptaose metabolic process
Q22281852,P682,GO:2001123,maltoheptaose catabolic process
Q22281855,P682,GO:1901269,lipooligosaccharide metabolic process
Q22281856,P682,GO:1901270,lipooligosaccharide catabolic process
Q22281857,P682,GO:2000900,cyclodextrin metabolic process
Q22281858,P682,GO:2000901,cyclodextrin catabolic process
Q22281860,P682,GO:2000902,cellooligosaccharide metabolic process
Q22281861,P682,GO:2000903,cellooligosaccharide catabolic process
Q22281862,P682,GO:0033530,raffinose metabolic process
Q22281863,P682,GO:0034484,raffinose catabolic process
Q22281864,P682,GO:0036259,aerobic raffinose catabolic process
Q22281865,P682,GO:2000893,cellotriose metabolic process
Q22281866,P682,GO:2000894,cellotriose catabolic process
Q22281868,P682,GO:0006064,glucuronate catabolic process
Q22281869,P682,GO:0042839,D-glucuronate metabolic process
Q22281871,P682,GO:0019640,glucuronate catabolic process to xylulose 5-phosphate
Q22281872,P682,GO:1901801,"1,5-anhydro-D-fructose metabolic process"
Q22281873,P682,GO:1901802,"1,5-anhydro-D-fructose catabolic process"
Q22281874,P682,GO:0019586,galacturonate metabolic process
Q22298507,P682,GO:0080022,primary root development
Q22298508,P682,GO:0048528,post-embryonic root development
Q22298509,P682,GO:0048830,adventitious root development
Q22298510,P682,GO:0010432,bract development
Q22298511,P682,GO:0061027,umbilical cord development
Q22298512,P682,GO:0048036,central complex development
Q22298513,P682,GO:0061080,right horn of sinus venosus development
Q22298514,P682,GO:0061079,left horn of sinus venosus development
Q22298515,P682,GO:0007469,antennal development
Q22298516,P682,GO:0048098,antennal joint development
Q22298517,P682,GO:0007527,adult somatic muscle development
Q22298518,P682,GO:0007526,larval somatic muscle development
Q22298519,P682,GO:0002075,somitomeric trunk muscle development
Q22298520,P682,GO:0043282,pharyngeal muscle development
Q22298521,P682,GO:0007523,larval visceral muscle development
Q22298522,P682,GO:0007524,adult visceral muscle development
Q22298523,P682,GO:0061054,dermatome development
Q22298524,P682,GO:0061152,trachea submucosa development
Q22298526,P682,GO:1903866,palisade mesophyll development
Q22298527,P682,GO:1903867,extraembryonic membrane development
Q22298528,P682,GO:0061378,corpora quadrigemina development
Q22298529,P682,GO:0061380,superior colliculus development
Q22298530,P682,GO:0061373,mammillary axonal complex development
Q22298531,P682,GO:0061375,mammillotectal axonal tract development
Q22298532,P682,GO:0061376,mammillotegmental axonal tract development
Q22298533,P682,GO:1903701,substantia propria of cornea development
Q22298534,P682,GO:1903700,caecum development
Q22298535,P682,GO:1904888,cranial skeletal system development
Q22298536,P682,GO:1904866,ventral tegmental area development
Q22298537,P682,GO:0061524,central canal development
Q22298538,P682,GO:0039021,pronephric glomerulus development
Q22298539,P682,GO:0007458,progression of morphogenetic furrow involved in compound eye morphogenesis
Q22298540,P682,GO:0007477,notum development
Q22298542,P682,GO:0007487,analia development
Q22298543,P682,GO:0045497,female analia development
Q22298544,P682,GO:0045496,male analia development
Q22298545,P682,GO:0007496,anterior midgut development
Q22298546,P682,GO:0010865,stipule development
Q22298547,P682,GO:0003343,septum transversum development
Q22298548,P682,GO:0072185,metanephric cap development
Q22298549,P682,GO:0072072,kidney stroma development
Q22298550,P682,GO:0060483,lobar bronchus mesenchyme development
Q22298552,P682,GO:0061147,endocardial endothelium development
Q22298553,P682,GO:0003313,heart rudiment development
Q22298554,P682,GO:0072024,macula densa development
Q22298556,P682,GO:0061220,mesonephric macula densa development
Q22298557,P682,GO:0072068,late distal convoluted tubule development
Q22298558,P682,GO:0072225,metanephric late distal convoluted tubule development
Q22298559,P682,GO:0072067,early distal convoluted tubule development
Q22298560,P682,GO:0072222,metanephric early distal convoluted tubule development
Q22298561,P682,GO:0071696,ectodermal placode development
Q22298562,P682,GO:0071698,olfactory placode development
Q22298564,P682,GO:0003228,atrial cardiac muscle tissue development
Q22298566,P682,GO:0061214,mesonephric smooth muscle tissue development
Q22298567,P682,GO:0055016,hypochord development
Q22298568,P682,GO:0031174,lifelong otolith mineralization
Q22298569,P682,GO:0031173,otolith mineralization completed early in development
Q22298570,P682,GO:0031215,shell calcification
Q22298571,P682,GO:0007593,chitin-based cuticle sclerotization
Q27862057,P682,GO:1905614,negative regulation of developmental vegetative growth
Q27862066,P682,GO:1905578,regulation of ERBB3 signaling pathway
Q27862067,P682,GO:1905580,positive regulation of ERBB3 signaling pathway
Q27862083,P682,GO:1905579,negative regulation of ERBB3 signaling pathway
Q27862091,P682,GO:1905599,positive regulation of low-density lipoprotein receptor activity
Q27862092,P682,GO:1905598,negative regulation of low-density lipoprotein receptor activity
Q27862110,P682,GO:1905562,regulation of vascular endothelial cell proliferation
Q27862111,P682,GO:0101023,vascular endothelial cell proliferation
Q27862112,P682,GO:1905564,positive regulation of vascular endothelial cell proliferation
Q27862114,P682,GO:1905563,negative regulation of vascular endothelial cell proliferation
Q27862118,P682,GO:1905585,regulation of outer hair cell apoptotic process
Q27862119,P682,GO:1905584,outer hair cell apoptotic process
Q27862120,P682,GO:1905586,negative regulation of outer hair cell apoptotic process
Q27862121,P682,GO:1905587,positive regulation of outer hair cell apoptotic process
Q27862126,P682,GO:1905623,positive regulation of leaf development
Q27862133,P682,GO:1905664,regulation of calcium ion import across plasma membrane
Q27862134,P682,GO:1905665,positive regulation of calcium ion import across plasma membrane
Q27862139,P682,GO:1905561,positive regulation of kinetochore assembly
Q27862140,P682,GO:1905557,regulation of mitotic nuclear envelope disassembly
Q27862141,P682,GO:1905559,positive regulation of mitotic nuclear envelope disassembly
Q27862142,P682,GO:1905671,regulation of lysosome organization
Q27862143,P682,GO:1905673,positive regulation of lysosome organization
Q27862144,P682,GO:1905606,regulation of presynapse assembly
Q27862145,P682,GO:1905608,positive regulation of presynapse assembly
Q27862147,P682,GO:1905591,regulation of optical nerve axon regeneration
Q27862148,P682,GO:1905593,positive regulation of optical nerve axon regeneration
Q27862149,P682,GO:1905644,regulation of FACT complex assembly
Q27862150,P682,GO:1905635,FACT complex assembly
Q27862151,P682,GO:1905646,positive regulation of FACT complex assembly
Q27862152,P682,GO:1905600,regulation of receptor-mediated endocytosis involved in cholesterol transport
Q27862153,P682,GO:1905602,positive regulation of receptor-mediated endocytosis involved in cholesterol transport
Q27862155,P682,GO:1905616,regulation of miRNA mediated inhibition of translation
Q27862156,P682,GO:1905617,negative regulation of miRNA mediated inhibition of translation
Q27862160,P682,GO:1905568,regulation of ferrichrome biosynthetic process
Q27862161,P682,GO:1905570,positive regulation of ferrichrome biosynthetic process
Q27862163,P682,GO:1905643,positive regulation of DNA methylation
Q27862164,P682,GO:0061806,regulation of DNA recombination at centromere
Q27862165,P682,GO:0061807,positive regulation of DNA recombination at centromere
Q27862166,P682,GO:1905661,regulation of telomerase RNA reverse transcriptase activity
Q27862167,P682,GO:1905663,positive regulation of telomerase RNA reverse transcriptase activity
Q27862170,P682,GO:1905637,regulation of mitochondrial mRNA catabolic process
Q27862171,P682,GO:1905639,positive regulation of mitochondrial mRNA catabolic process
Q27862174,P682,GO:1905627,regulation of serotonin biosynthetic process
Q27862175,P682,GO:1905629,positive regulation of serotonin biosynthetic process
Q27862178,P682,GO:1905618,positive regulation of miRNA mediated inhibition of translation
Q27862183,P682,GO:1905560,negative regulation of kinetochore assembly
Q27862184,P682,GO:1905672,negative regulation of lysosome organization
Q27862185,P682,GO:1905558,negative regulation of mitotic nuclear envelope disassembly
Q27862187,P682,GO:1905607,negative regulation of presynapse assembly
Q27862188,P682,GO:1905592,negative regulation of optical nerve axon regeneration
Q27862189,P682,GO:1905645,negative regulation of FACT complex assembly
Q27862190,P682,GO:1905601,negative regulation of receptor-mediated endocytosis involved in cholesterol transport
Q27862203,P682,GO:1905569,negative regulation of ferrichrome biosynthetic process
Q27862204,P682,GO:1905642,negative regulation of DNA methylation
Q27862205,P682,GO:0061808,negative regulation of DNA recombination at centromere
Q27862206,P682,GO:1905662,negative regulation of telomerase RNA reverse transcriptase activity
Q27862209,P682,GO:1905638,negative regulation of mitochondrial mRNA catabolic process
Q27862211,P682,GO:1905628,negative regulation of serotonin biosynthetic process
Q27862252,P682,GO:1905634,regulation of protein localization to chromatin
Q27862447,P682,GO:1905648,regulation of shell calcification
Q27862448,P682,GO:1905650,positive regulation of shell calcification
Q27862450,P682,GO:1905651,regulation of artery morphogenesis
Q27862451,P682,GO:1905653,positive regulation of artery morphogenesis
Q27862456,P682,GO:1905622,negative regulation of leaf development
Q27862458,P682,GO:1905649,negative regulation of shell calcification
Q27862465,P682,GO:1905652,negative regulation of artery morphogenesis
Q27862487,P682,GO:1905603,regulation of blood-brain barrier permeability
Q27862488,P682,GO:1905605,positive regulation of blood-brain barrier permeability
Q27862489,P682,GO:1905604,negative regulation of blood-brain barrier permeability
Q27862502,P682,GO:1905581,positive regulation of low-density lipoprotein particle clearance
Q27862508,P682,GO:1905654,regulation of artery smooth muscle contraction
Q27862509,P682,GO:1905655,negative regulation of artery smooth muscle contraction
Q27862510,P682,GO:1905656,positive regulation of artery smooth muscle contraction
Q27862533,P682,GO:1905680,regulation of innate immunity memory response
Q27862534,P682,GO:1905682,positive regulation of innate immunity memory response
Q27862535,P682,GO:1905677,regulation of adaptive immune effector response
Q27862536,P682,GO:1905679,positive regulation of adaptive immune effector response
Q27862537,P682,GO:1905674,regulation of adaptive immune memory response
Q27862538,P682,GO:1905676,positive regulation of adaptive immune memory response
Q27862541,P682,GO:1905681,negative regulation of innate immunity memory response
Q27862543,P682,GO:1905675,negative regulation of adaptive immune memory response
Q27862544,P682,GO:1905678,negative regulation of adaptive immune effector response
Q27862554,P682,GO:1905619,regulation of alpha-(1->3)-fucosyltransferase activity
Q27862555,P682,GO:1905621,positive regulation of alpha-(1->3)-fucosyltransferase activity
Q27862557,P682,GO:1905666,regulation of protein localization to endosome
Q27862558,P682,GO:1905668,positive regulation of protein localization to endosome
Q27862560,P682,GO:1905589,positive regulation of L-arginine import across plasma membrane
Q27862561,P682,GO:1905624,regulation of L-methionine import across plasma membrane
Q27862562,P682,GO:1905626,positive regulation of L-methionine import across plasma membrane
Q27862563,P682,GO:1905609,positive regulation of smooth muscle cell-matrix adhesion
Q27862564,P682,GO:1905620,negative regulation of alpha-(1->3)-fucosyltransferase activity
Q27862568,P682,GO:1905667,negative regulation of protein localization to endosome
Q27862570,P682,GO:1905625,negative regulation of L-methionine import across plasma membrane
Q27862583,P682,GO:0101028,positive regulation of liquid surface tension
Q27862584,P682,GO:0101029,negative regulation of liquid surface tension
Q27862603,P682,GO:1905610,regulation of mRNA cap binding
Q27862604,P682,GO:1905612,positive regulation of mRNA cap binding
Q27862605,P682,GO:1905611,negative regulation of mRNA cap binding
Q27862606,P682,GO:1905595,regulation of low-density lipoprotein particle receptor binding
Q27862607,P682,GO:1905597,positive regulation of low-density lipoprotein particle receptor binding
Q22304523,P682,GO:1902987,negative regulation of lysine biosynthetic process via aminoadipic acid
Q22304525,P682,GO:2001194,regulation of lysine biosynthetic process via alpha-aminoadipate and saccharopine
Q22304526,P682,GO:2001195,negative regulation of lysine biosynthetic process via alpha-aminoadipate and saccharopine
Q22304527,P682,GO:2001276,regulation of leucine biosynthetic process
Q22304528,P682,GO:2001277,negative regulation of leucine biosynthetic process
Q22304529,P682,GO:1903248,regulation of citrulline biosynthetic process
Q22304530,P682,GO:1903195,regulation of L-dopa biosynthetic process
Q22304531,P682,GO:1903196,negative regulation of L-dopa biosynthetic process
Q22304532,P682,GO:1901710,regulation of homoserine biosynthetic process
Q22304533,P682,GO:1901711,negative regulation of homoserine biosynthetic process
Q22304534,P682,GO:2000215,negative regulation of proline metabolic process
Q22304535,P682,GO:1902005,regulation of proline biosynthetic process
Q22304537,P682,GO:1902006,negative regulation of proline biosynthetic process
Q22304538,P682,GO:1901304,regulation of spermidine biosynthetic process
Q22304539,P682,GO:1901305,negative regulation of spermidine biosynthetic process
Q22304540,P682,GO:1901428,regulation of syringal lignin biosynthetic process
Q22304541,P682,GO:1901429,negative regulation of syringal lignin biosynthetic process
Q22304542,P682,GO:0048021,regulation of melanin biosynthetic process
Q22304544,P682,GO:1901542,"regulation of ent-pimara-8(14),15-diene biosynthetic process"
Q22304545,P682,GO:1901543,"negative regulation of ent-pimara-8(14),15-diene biosynthetic process"
Q22304546,P682,GO:1901577,regulation of alkane biosynthetic process
Q22304547,P682,GO:1900900,negative regulation of heptadecane metabolic process
Q22304548,P682,GO:1900896,regulation of heptadecane biosynthetic process
Q22304549,P682,GO:1900897,negative regulation of heptadecane biosynthetic process
Q22304551,P682,GO:0010115,regulation of abscisic acid biosynthetic process
Q22304552,P682,GO:0090359,negative regulation of abscisic acid biosynthetic process
Q22304553,P682,GO:1903085,regulation of sinapate ester biosynthetic process
Q22304554,P682,GO:1903086,negative regulation of sinapate ester biosynthetic process
Q22304555,P682,GO:1903179,regulation of dopamine biosynthetic process
Q22304556,P682,GO:1903180,negative regulation of dopamine biosynthetic process
Q22304557,P682,GO:1903454,"regulation of androst-4-ene-3,17-dione biosynthetic process"
Q22304558,P682,GO:1903455,"negative regulation of androst-4-ene-3,17-dione biosynthetic process"
Q22304559,P682,GO:1900052,regulation of retinoic acid biosynthetic process
Q22304561,P682,GO:1900177,regulation of aflatoxin biosynthetic process
Q22304562,P682,GO:1900178,negative regulation of aflatoxin biosynthetic process
Q22304563,P682,GO:1900183,regulation of xanthone-containing compound biosynthetic process
Q22304564,P682,GO:1900184,negative regulation of xanthone-containing compound biosynthetic process
Q22304565,P682,GO:1900834,regulation of emericellin biosynthetic process
Q22304566,P682,GO:1900835,negative regulation of emericellin biosynthetic process
Q22304567,P682,GO:1900355,negative regulation of methanofuran metabolic process
Q22304568,P682,GO:1900351,regulation of methanofuran biosynthetic process
Q22304569,P682,GO:1900352,negative regulation of methanofuran biosynthetic process
Q22304570,P682,GO:1900419,regulation of cellular alcohol catabolic process
Q22304571,P682,GO:1900420,negative regulation of cellular alcohol catabolic process
Q22304572,P682,GO:1900288,regulation of coenzyme F420-dependent bicyclic nitroimidazole catabolic process
Q22304573,P682,GO:1900289,negative regulation of coenzyme F420-dependent bicyclic nitroimidazole catabolic process
Q22304574,P682,GO:1903266,regulation of ornithine catabolic process
Q22304575,P682,GO:1903267,negative regulation of ornithine catabolic process
Q22304576,P682,GO:0033241,regulation of cellular amine catabolic process
Q22304577,P682,GO:0033242,negative regulation of cellular amine catabolic process
Q22304578,P682,GO:2001156,regulation of proline catabolic process to glutamate
Q22304579,P682,GO:2001157,negative regulation of proline catabolic process to glutamate
Q22304580,P682,GO:0045734,regulation of acetate catabolic process
Q22304581,P682,GO:0045753,negative regulation of acetate catabolic process
Q22304582,P682,GO:0045952,regulation of juvenile hormone catabolic process
Q22304583,P682,GO:0045970,negative regulation of juvenile hormone catabolic process
Q22304584,P682,GO:1901715,regulation of gamma-aminobutyric acid catabolic process
Q22304585,P682,GO:1901716,negative regulation of gamma-aminobutyric acid catabolic process
Q22304586,P682,GO:1901469,regulation of syringal lignin catabolic process
Q22304587,P682,GO:1901470,negative regulation of syringal lignin catabolic process
Q22304589,P682,GO:1901466,regulation of ferulate catabolic process
Q22304590,P682,GO:1901467,negative regulation of ferulate catabolic process
Q22304591,P682,GO:0019747,regulation of isoprenoid metabolic process
Q22304592,P682,GO:1900909,negative regulation of olefin metabolic process
Q22304593,P682,GO:1900944,regulation of isoprene metabolic process
Q22304594,P682,GO:0007556,regulation of juvenile hormone metabolic process
Q22304595,P682,GO:0042068,regulation of pteridine metabolic process
Q22304596,P682,GO:0080152,regulation of reductive pentose-phosphate cycle
Q22304597,P682,GO:0080153,negative regulation of reductive pentose-phosphate cycle
Q22304598,P682,GO:0042548,"regulation of photosynthesis, light reaction"
Q22304599,P682,GO:2000610,negative regulation of thyroid hormone generation
Q22304600,P682,GO:2000214,regulation of proline metabolic process
Q22304601,P682,GO:2000211,regulation of glutamate metabolic process
Q22304602,P682,GO:2001248,regulation of ammonia assimilation cycle
Q22304603,P682,GO:2001249,negative regulation of ammonia assimilation cycle
Q22304604,P682,GO:0045914,negative regulation of catecholamine metabolic process
Q22304605,P682,GO:1900354,regulation of methanofuran metabolic process
Q22304606,P682,GO:0052318,regulation of phytoalexin metabolic process
Q22304607,P682,GO:1900899,regulation of heptadecane metabolic process
Q22304609,P682,GO:1900905,regulation of hexadecanal metabolic process
Q22304610,P682,GO:1900932,regulation of nonadec-1-ene metabolic process
Q22304612,P682,GO:1900917,regulation of octadecene metabolic process
Q22304613,P682,GO:1900953,regulation of 18-methylnonadec-1-ene metabolic process
Q22304614,P682,GO:1900959,regulation of 17-methylnonadec-1-ene metabolic process
Q22304615,P682,GO:1900965,regulation of methanophenazine metabolic process
Q22304617,P682,GO:0044072,negative regulation by symbiont of host cell cycle
Q22304618,P682,GO:1903450,regulation of G1 to G0 transition
Q22304619,P682,GO:1903451,negative regulation of G1 to G0 transition
Q22304620,P682,GO:0070316,regulation of G0 to G1 transition
Q22304621,P682,GO:0050675,regulation of urothelial cell proliferation
Q22304622,P682,GO:0050676,negative regulation of urothelial cell proliferation
Q22304623,P682,GO:1904691,negative regulation of type B pancreatic cell proliferation
Q22304624,P682,GO:1904697,regulation of acinar cell proliferation
Q22304625,P682,GO:1904698,negative regulation of acinar cell proliferation
Q22304626,P682,GO:1904195,regulation of granulosa cell proliferation
Q22304627,P682,GO:1904196,negative regulation of granulosa cell proliferation
Q22304628,P682,GO:1904054,regulation of cholangiocyte proliferation
Q22304629,P682,GO:1904055,negative regulation of cholangiocyte proliferation
Q22304630,P682,GO:0070344,regulation of fat cell proliferation
Q27861823,P682,GO:0090720,primary adaptive immune response
Q27861824,P682,GO:0090721,primary adaptive immune response involving T cells and B cells
Q27861889,P682,GO:1905640,response to acetaldehyde
Q27861890,P682,GO:1905641,cellular response to acetaldehyde
Q27861993,P682,GO:0097745,mitochondrial tRNA 5'-end processing
Q27861995,P682,GO:1990983,tRNA demethylation
Q27861996,P682,GO:0101030,tRNA-guanine transglycosylation
Q27862054,P682,GO:1905613,regulation of developmental vegetative growth
Q27862055,P682,GO:1905615,positive regulation of developmental vegetative growth
Q24493761,P682,GO:1904923,regulation of autophagy of mitochondrion in response to mitochondrial depolarization
Q24493763,P682,GO:1904925,positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization
Q24493764,P682,GO:1905089,regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization
Q24493765,P682,GO:1905091,positive regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization
Q24493772,P682,GO:1904924,negative regulation of mitophagy in response to mitochondrial depolarization
Q24493773,P682,GO:1905090,negative regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization
Q24493848,P682,GO:1905051,regulation of base-excision repair
Q24493849,P682,GO:1905053,positive regulation of base-excision repair
Q24493854,P682,GO:1905168,positive regulation of double-strand break repair via homologous recombination
